uBench  | BENCH: 2590581 -3533
uBench  | BENCH: 2555131 51600
uBench  | BENCH: 2352488 -95910
uBench  | BENCH: 2676268 80360
uBench  | BENCH: 2352713 -66925
uBench  | BENCH: 2469531 -97392
uBench  | BENCH: 2590313 -7077
uBench  | BENCH: 2470850 -36225
uBench  | BENCH: 2468206 -68017
uBench  | BENCH: 2587775 19760
uBench  | BENCH: 2469931 -10307
uBench  | BENCH: 2470169 -40136
uBench  | BENCH: 2467244 -72890
uBench  | BENCH: 2675900 103012
uBench  | BENCH: 2488300 91314
uBench  | BENCH: 2355981 -52703
uBench  | BENCH: 2466425 -86276
uBench  | BENCH: 2590669 4395
uBench  | BENCH: 2471518 -24085
uBench  | BENCH: 2466675 -57408
uBench  | BENCH: 2468925 -88481
uBench  | BENCH: 2674413 85934
uBench  | BENCH: 2352400 -61664
uBench  | BENCH: 2559725 -1937
uBench  | BENCH: 2469669 -32266
uBench  | BENCH: 2466837 -65427
uBench  | BENCH: 2468694 -96731
uBench  | BENCH: 2590056 -6673
uBench  | BENCH: 2469681 -36990
uBench  | BENCH: 2467200 -69788
uBench  | BENCH: 2869075 299289
uBench  | BENCH: 2121557 -79152
uBench  | BENCH: 2939275 360125
uBench  | BENCH: 2472975 333102
uBench  | BENCH: 2125193 -41703
uBench  | BENCH: 2466375 -75326
uBench  | BENCH: 2676007 100683
uBench  | BENCH: 2355443 -43872
uBench  | BENCH: 2467188 -76682
uBench  | BENCH: 2938931 362251
uBench  | BENCH: 2210450 72703
uBench  | BENCH: 2352113 -75182
uBench  | BENCH: 2559800 -15380
uBench  | BENCH: 2817881 302503
uBench  | BENCH: 2121106 -76389
uBench  | BENCH: 2678575 102188
uBench  | BENCH: 2499931 102121
uBench  | BENCH: 2354919 -42958
uBench  | BENCH: 2467269 -75687
uBench  | BENCH: 2589787 14102
uBench  | BENCH: 2555750 69854
uBench  | BENCH: 2350063 -80081
uBench  | BENCH: 2645925 65846
uBench  | BENCH: 2349475 -84677
uBench  | BENCH: 2907725 323050
uBench  | BENCH: 2471950 295002
uBench  | BENCH: 2120750 -84246
uBench  | BENCH: 2589956 5712
uBench  | BENCH: 2470600 -23686
uBench  | BENCH: 2467394 -56290
uBench  | BENCH: 2468481 -87807
uBench  | BENCH: 2589469 1664
uBench  | BENCH: 2399287 -99047
uBench  | BENCH: 2590263 -8782
uBench  | BENCH: 2817444 308664
uBench  | BENCH: 2121993 -69341
uBench  | BENCH: 2935432 366093
uBench  | BENCH: 2126493 -7412
uBench  | BENCH: 2470307 -37103
uBench  | BENCH: 2468025 -69076
uBench  | BENCH: 2589668 20594
uBench  | BENCH: 2816563 337159
uBench  | BENCH: 2472469 309630
uBench  | BENCH: 2123306 -67062
uBench  | BENCH: 2470369 -96691
uBench  | BENCH: 2937006 340317
uBench  | BENCH: 2471644 311963
uBench  | BENCH: 2123256 -64779
uBench  | BENCH: 2523325 -41452
uBench  | BENCH: 2466437 -75013
uBench  | BENCH: 2589432 14421
uBench  | BENCH: 2470243 -15334
uBench  | BENCH: 2469394 -45938
uBench  | BENCH: 2465950 -79986
uBench  | BENCH: 2589875 9891
uBench  | BENCH: 2470119 -19988
uBench  | BENCH: 2470006 -49980
uBench  | BENCH: 2466550 -83428
uBench  | BENCH: 2589094 5668
uBench  | BENCH: 2817931 323601
uBench  | BENCH: 2472413 296016
uBench  | BENCH: 2120143 -83839
uBench  | BENCH: 2938019 354182
uBench  | BENCH: 2471475 325659
uBench  | BENCH: 2176156 1817
uBench  | BENCH: 2471094 -27087
uBench  | BENCH: 2468019 -59066
uBench  | BENCH: 2469112 -89952
uBench  | BENCH: 2590088 138
uBench  | BENCH: 2817031 317171
uBench  | BENCH: 2123319 -59508
uBench  | BENCH: 2471269 -88237
uBench  | BENCH: 2675218 86983
uBench  | BENCH: 2352250 -60765
uBench  | BENCH: 2469969 -90794
uBench  | BENCH: 2560063 -30729
uBench  | BENCH: 2468737 -61990
uBench  | BENCH: 2469119 -92869
uBench  | BENCH: 2590806 -2061
uBench  | BENCH: 2469731 -32328
uBench  | BENCH: 2518869 -13457
uBench  | BENCH: 2470813 -42642
uBench  | BENCH: 2467687 -74953
uBench  | BENCH: 2590725 15774
uBench  | BENCH: 2470331 -13893
uBench  | BENCH: 2470550 -43341
uBench  | BENCH: 2468338 -75001
uBench  | BENCH: 2590369 15370
uBench  | BENCH: 2470837 -13791
uBench  | BENCH: 2469288 -44501
uBench  | BENCH: 2465450 -79049
uBench  | BENCH: 2938968 359921
uBench  | BENCH: 2125469 -14608
uBench  | BENCH: 2469825 -44781
uBench  | BENCH: 2466656 -78123
uBench  | BENCH: 2938244 360123
uBench  | BENCH: 2180019 40144
uBench  | BENCH: 2471287 11433
uBench  | BENCH: 2470957 -17608
uBench  | BENCH: 2469256 -48350
uBench  | BENCH: 2467462 -80886
uBench  | BENCH: 2675750 94866
uBench  | BENCH: 2440657 35525
uBench  | BENCH: 2557187 92714
uBench  | BENCH: 2440200 32916
uBench  | BENCH: 2557200 90118
uBench  | BENCH: 2353544 -56336
uBench  | BENCH: 2558756 2422
uBench  | BENCH: 2556044 58468
uBench  | BENCH: 2350825 -90705
uBench  | BENCH: 2559400 -31303
uBench  | BENCH: 2467694 -63607
uBench  | BENCH: 2501156 -62449
uBench  | BENCH: 2485200 -77247
uBench  | BENCH: 2646350 69105
uBench  | BENCH: 2351312 -79581
uBench  | BENCH: 2645500 65921
uBench  | BENCH: 2351307 -82770
uBench  | BENCH: 2676193 93425
uBench  | BENCH: 2440463 33890
uBench  | BENCH: 2471575 5467
uBench  | BENCH: 2470900 -23631
uBench  | BENCH: 2470425 -53204
uBench  | BENCH: 2466931 -86271
uBench  | BENCH: 2590775 4506
uBench  | BENCH: 2555875 60383
uBench  | BENCH: 2351763 -87852
uBench  | BENCH: 2560287 -27563
uBench  | BENCH: 2501394 -26167
uBench  | BENCH: 2486769 -39396
uBench  | BENCH: 2469325 -70069
uBench  | BENCH: 2588012 17945
uBench  | BENCH: 2471731 -10322
uBench  | BENCH: 2469632 -40688
uBench  | BENCH: 2467837 -72849
uBench  | BENCH: 2590775 17928
uBench  | BENCH: 2470844 -11226
uBench  | BENCH: 2470269 -40955
uBench  | BENCH: 2467762 -73191
uBench  | BENCH: 2589200 16011
uBench  | BENCH: 2469438 -14549
uBench  | BENCH: 2469512 -45035
uBench  | BENCH: 2466775 -78258
uBench  | BENCH: 2675931 97675
uBench  | BENCH: 2487725 85402
uBench  | BENCH: 2353794 -60802
uBench  | BENCH: 2470000 -90800
uBench  | BENCH: 2675706 84908
uBench  | BENCH: 2353032 -62058
uBench  | BENCH: 2558931 -3125
uBench  | BENCH: 2469425 -33698
uBench  | BENCH: 2467425 -66271
uBench  | BENCH: 2470287 -95982
uBench  | BENCH: 2589600 -6380
uBench  | BENCH: 2817475 311097
uBench  | BENCH: 2122607 -66294
uBench  | BENCH: 2472581 -93711
uBench  | BENCH: 2559237 -34472
uBench  | BENCH: 2469557 -64913
uBench  | BENCH: 2467462 -97449
uBench  | BENCH: 2692206 94759
uBench  | BENCH: 2356925 -48314
uBench  | BENCH: 2466432 -81880
uBench  | BENCH: 2589593 7715
uBench  | BENCH: 2554913 62630
uBench  | BENCH: 2352000 -85368
uBench  | BENCH: 2675175 89809
uBench  | BENCH: 2353069 -57120
uBench  | BENCH: 2469831 -87287
uBench  | BENCH: 2589231 1946
uBench  | BENCH: 2469938 -28114
uBench  | BENCH: 2466650 -61462
uBench  | BENCH: 2468593 -92867
uBench  | BENCH: 2590332 -2533
uBench  | BENCH: 2469612 -32919
uBench  | BENCH: 2466825 -66092
uBench  | BENCH: 2640006 73916
uBench  | BENCH: 2347100 -78982
uBench  | BENCH: 2589800 10820
uBench  | BENCH: 2469713 -19465
uBench  | BENCH: 2470081 -49382
uBench  | BENCH: 2466044 -83336
uBench  | BENCH: 2590656 7322
uBench  | BENCH: 2469863 -22813
uBench  | BENCH: 2469750 -53061
uBench  | BENCH: 2466687 -86372
uBench  | BENCH: 2590744 4374
uBench  | BENCH: 2471506 -24118
uBench  | BENCH: 2470244 -53872
uBench  | BENCH: 2466106 -87764
uBench  | BENCH: 2645013 57251
uBench  | BENCH: 2350075 -92672
uBench  | BENCH: 2710650 117980
uBench  | BENCH: 2398718 16700
uBench  | BENCH: 2470769 -12529
uBench  | BENCH: 2469694 -42833
uBench  | BENCH: 2466569 -76262
uBench  | BENCH: 2590631 14371
uBench  | BENCH: 2470912 -14715
uBench  | BENCH: 2471000 -43713
uBench  | BENCH: 2466138 -77573
uBench  | BENCH: 2675762 98191
uBench  | BENCH: 2442419 40612
uBench  | BENCH: 2469531 10145
uBench  | BENCH: 2470338 -19515
uBench  | BENCH: 2470456 -49057
uBench  | BENCH: 2466706 -82349
uBench  | BENCH: 2591800 9453
uBench  | BENCH: 2660132 169587
uBench  | BENCH: 2328643 -1768
uBench  | BENCH: 2469938 -31828
uBench  | BENCH: 2467881 -63945
uBench  | BENCH: 2467594 -96349
uBench  | BENCH: 2591625 -4722
uBench  | BENCH: 2470469 -34251
uBench  | BENCH: 2468443 -65806
uBench  | BENCH: 2469782 -96022
uBench  | BENCH: 2590587 -5433
uBench  | BENCH: 2469725 -35706
uBench  | BENCH: 2467369 -68335
uBench  | BENCH: 2469962 -98371
uBench  | BENCH: 2590925 -7444
uBench  | BENCH: 2555744 48302
uBench  | BENCH: 2555875 104179
uBench  | BENCH: 2602581 206762
uBench  | BENCH: 2327013 33777
uBench  | BENCH: 2471694 5473
uBench  | BENCH: 2555462 60937
uBench  | BENCH: 2351544 -87517
uBench  | BENCH: 2645181 57666
uBench  | BENCH: 2351056 -91276
uBench  | BENCH: 2676207 84933
uBench  | BENCH: 2352656 -62409
uBench  | BENCH: 2468587 -93820
uBench  | BENCH: 2590769 -3049
uBench  | BENCH: 2470750 -32297
uBench  | BENCH: 2468525 -63770
uBench  | BENCH: 2469563 -94205
uBench  | BENCH: 2590587 -3616
uBench  | BENCH: 2554688 51074
uBench  | BENCH: 2687793 238869
uBench  | BENCH: 2270338 9209
uBench  | BENCH: 2470300 -20489
uBench  | BENCH: 2554962 34475
uBench  | BENCH: 2556700 91177
uBench  | BENCH: 2352363 -56458
uBench  | BENCH: 2469919 -86537
uBench  | BENCH: 2559387 -27148
uBench  | BENCH: 2469356 -57790
uBench  | BENCH: 2557607 -181
uBench  | BENCH: 2469768 -30411
uBench  | BENCH: 2467219 -63190
uBench  | BENCH: 2469294 -93894
uBench  | BENCH: 2589637 -4255
uBench  | BENCH: 2469925 -34328
uBench  | BENCH: 2468450 -65876
uBench  | BENCH: 2855475 289601
uBench  | BENCH: 2131344 -79053
uBench  | BENCH: 2589931 10880
uBench  | BENCH: 2470932 -18186
uBench  | BENCH: 2469787 -48397
uBench  | BENCH: 2465525 -82870
uBench  | BENCH: 2590894 8026
uBench  | BENCH: 2470544 -21428
uBench  | BENCH: 2555975 34549
uBench  | BENCH: 2471943 6494
uBench  | BENCH: 2470619 -22885
uBench  | BENCH: 2469813 -53070
uBench  | BENCH: 2467018 -86050
uBench  | BENCH: 2561550 -24498
uBench  | BENCH: 2468432 -56064
uBench  | BENCH: 2558856 2794
uBench  | BENCH: 2836994 339790
uBench  | BENCH: 2119168 -41040
uBench  | BENCH: 2466550 -74488
uBench  | BENCH: 2590569 16083
uBench  | BENCH: 2471256 -12659
uBench  | BENCH: 2470882 -41775
uBench  | BENCH: 2467050 -74723
uBench  | BENCH: 2589331 14610
uBench  | BENCH: 2470650 -14738
uBench  | BENCH: 2469319 -45417
uBench  | BENCH: 2466587 -78828
uBench  | BENCH: 2675975 97149
uBench  | BENCH: 2439763 36914
uBench  | BENCH: 2471962 8878
uBench  | BENCH: 2470269 -20851
uBench  | BENCH: 2470794 -50055
uBench  | BENCH: 2467181 -82872
uBench  | BENCH: 2520250 -62620
uBench  | BENCH: 2468844 -93774
uBench  | BENCH: 2589987 -3785
uBench  | BENCH: 2469700 -34083
uBench  | BENCH: 2467438 -66643
uBench  | BENCH: 2469400 -97241
uBench  | BENCH: 2588831 -8408
uBench  | BENCH: 2469581 -38825
uBench  | BENCH: 2466038 -72785
uBench  | BENCH: 2589456 16673
uBench  | BENCH: 2470975 -12350
uBench  | BENCH: 2471144 -41204
uBench  | BENCH: 2466512 -74690
uBench  | BENCH: 2590788 16100
uBench  | BENCH: 2471318 -12580
uBench  | BENCH: 2470432 -42146
uBench  | BENCH: 2519081 -23063
uBench  | BENCH: 2471075 -51986
uBench  | BENCH: 2467537 -84447
uBench  | BENCH: 2675475 91030
uBench  | BENCH: 2352957 -56011
uBench  | BENCH: 2557950 1941
uBench  | BENCH: 2470112 -27945
uBench  | BENCH: 2467594 -60349
uBench  | BENCH: 2559725 -622
uBench  | BENCH: 2469381 -31239
uBench  | BENCH: 2468356 -62881
uBench  | BENCH: 2469294 -93585
uBench  | BENCH: 2675056 81473
uBench  | BENCH: 2353450 -65075
uBench  | BENCH: 2560769 -4304
uBench  | BENCH: 2553450 49148
uBench  | BENCH: 2413363 -37487
uBench  | BENCH: 2469137 -68348
uBench  | BENCH: 2674194 105848
uBench  | BENCH: 2439362 45212
uBench  | BENCH: 2471882 17096
uBench  | BENCH: 2470450 -12452
uBench  | BENCH: 2470637 -41813
uBench  | BENCH: 2466606 -75205
uBench  | BENCH: 2561200 -14003
uBench  | BENCH: 2554919 40918
uBench  | BENCH: 2471581 12501
uBench  | BENCH: 2470832 -16665
uBench  | BENCH: 2555393 38730
uBench  | BENCH: 2471000 9732
uBench  | BENCH: 2470063 -20203
uBench  | BENCH: 2555750 35549
uBench  | BENCH: 2499900 35451
uBench  | BENCH: 2472712 8165
uBench  | BENCH: 2470782 -21051
uBench  | BENCH: 2554768 33719
uBench  | BENCH: 2556975 90696
uBench  | BENCH: 2353657 -55645
uBench  | BENCH: 2468200 -87443
uBench  | BENCH: 2560693 -26748
uBench  | BENCH: 2467882 -58864
uBench  | BENCH: 2559712 850
uBench  | BENCH: 2554363 55215
uBench  | BENCH: 2352281 -92502
uBench  | BENCH: 2590081 -2419
uBench  | BENCH: 2469894 -32523
uBench  | BENCH: 2467800 -64721
uBench  | BENCH: 2468075 -96644
uBench  | BENCH: 2517744 -78898
uBench  | BENCH: 2589156 10260
uBench  | BENCH: 2470062 -19676
uBench  | BENCH: 2554975 35301
uBench  | BENCH: 2471844 7147
uBench  | BENCH: 2556100 63249
uBench  | BENCH: 2350719 -86030
uBench  | BENCH: 2645806 59778
uBench  | BENCH: 2350788 -89432
uBench  | BENCH: 2591312 1882
uBench  | BENCH: 2816844 318728
uBench  | BENCH: 2124125 -57145
uBench  | BENCH: 2471487 -85656
uBench  | BENCH: 2590519 4865
uBench  | BENCH: 2816619 321486
uBench  | BENCH: 2775919 597407
uBench  | BENCH: 1868468 -34123
uBench  | BENCH: 2468000 -66121
uBench  | BENCH: 2468375 -97744
uBench  | BENCH: 2675957 78215
uBench  | BENCH: 2352500 -69283
uBench  | BENCH: 2905525 336244
uBench  | BENCH: 2472625 308871
uBench  | BENCH: 2123556 -67571
uBench  | BENCH: 2471431 -96138
uBench  | BENCH: 2592088 -4048
uBench  | BENCH: 2817818 313772
uBench  | BENCH: 2122857 -63369
uBench  | BENCH: 2472068 -91299
uBench  | BENCH: 2590032 -1265
uBench  | BENCH: 2470656 -30607
uBench  | BENCH: 2469456 -61149
uBench  | BENCH: 2521738 -39409
uBench  | BENCH: 2467156 -72251
uBench  | BENCH: 2646237 73988
uBench  | BENCH: 2351138 -74872
uBench  | BENCH: 2675194 100324
uBench  | BENCH: 2440012 40338
uBench  | BENCH: 2471044 11384
uBench  | BENCH: 2470956 -17658
uBench  | BENCH: 2468706 -48950
uBench  | BENCH: 2467657 -81291
uBench  | BENCH: 2590518 9229
uBench  | BENCH: 2470819 -19950
uBench  | BENCH: 2470256 -49692
uBench  | BENCH: 2466832 -82858
uBench  | BENCH: 2645575 62719
uBench  | BENCH: 2350381 -86898
uBench  | BENCH: 2521019 -65877
uBench  | BENCH: 2468856 -97019
uBench  | BENCH: 2590094 -6923
uBench  | BENCH: 2468900 -38021
uBench  | BENCH: 2467162 -70857
uBench  | BENCH: 2588850 17995
uBench  | BENCH: 2469925 -12078
uBench  | BENCH: 2469713 -42363
uBench  | BENCH: 2465800 -76561
uBench  | BENCH: 2590356 13797
uBench  | BENCH: 2470081 -16120
uBench  | BENCH: 2469556 -46562
uBench  | BENCH: 2466294 -80266
uBench  | BENCH: 2589888 9624
uBench  | BENCH: 2469650 -20724
uBench  | BENCH: 2470256 -50466
uBench  | BENCH: 2518644 -31820
uBench  | BENCH: 2468118 -63700
uBench  | BENCH: 2467244 -96454
uBench  | BENCH: 2589913 -6539
uBench  | BENCH: 2469887 -36650
uBench  | BENCH: 2467444 -69204
uBench  | BENCH: 2588944 19742
uBench  | BENCH: 2469831 -10425
uBench  | BENCH: 2468687 -41736
uBench  | BENCH: 2467607 -74127
uBench  | BENCH: 2589968 15843
uBench  | BENCH: 2469369 -14786
uBench  | BENCH: 2470406 -44378
uBench  | BENCH: 2467175 -77201
uBench  | BENCH: 2644538 67339
uBench  | BENCH: 2352325 -80334
uBench  | BENCH: 2487681 -92651
uBench  | BENCH: 2939338 346689
uBench  | BENCH: 2126275 -27034
uBench  | BENCH: 2468337 -58695
uBench  | BENCH: 2469088 -89605
uBench  | BENCH: 2590168 565
uBench  | BENCH: 2469607 -29826
uBench  | BENCH: 2469037 -60787
uBench  | BENCH: 2468900 -91885
uBench  | BENCH: 2939550 347667
uBench  | BENCH: 2125731 -26600
uBench  | BENCH: 2468400 -58198
uBench  | BENCH: 2468619 -89577
uBench  | BENCH: 2591006 1431
uBench  | BENCH: 2470050 -28517
uBench  | BENCH: 2468388 -60127
uBench  | BENCH: 2519612 -40513
uBench  | BENCH: 2467375 -73136
uBench  | BENCH: 2589338 16204
uBench  | BENCH: 2470756 -13038
uBench  | BENCH: 2553988 40952
uBench  | BENCH: 2556737 97691
uBench  | BENCH: 2354150 -48157
uBench  | BENCH: 2467613 -80542
uBench  | BENCH: 2590931 10391
uBench  | BENCH: 2469869 -19738
uBench  | BENCH: 2470568 -49168
uBench  | BENCH: 2466957 -82209
uBench  | BENCH: 2590331 8124
uBench  | BENCH: 2470687 -21187
uBench  | BENCH: 2470438 -50747
uBench  | BENCH: 2467456 -83289
uBench  | BENCH: 2522456 -60831
uBench  | BENCH: 2469457 -91372
uBench  | BENCH: 2589825 -1545
uBench  | BENCH: 2556443 54900
uBench  | BENCH: 2350763 -94335
uBench  | BENCH: 2559725 -34608
uBench  | BENCH: 2466819 -67787
uBench  | BENCH: 2588362 20577
uBench  | BENCH: 2470319 -9102
uBench  | BENCH: 2469919 -39181
uBench  | BENCH: 2465987 -73192
uBench  | BENCH: 2675206 102016
uBench  | BENCH: 2439557 41575
uBench  | BENCH: 2471443 13020
uBench  | BENCH: 2469244 -17734
uBench  | BENCH: 2470288 -47444
uBench  | BENCH: 2605637 58195
uBench  | BENCH: 2350575 -91228
uBench  | BENCH: 2559231 -31995
uBench  | BENCH: 2469300 -62693
uBench  | BENCH: 2467819 -94872
uBench  | BENCH: 2589544 -5326
uBench  | BENCH: 2469850 -35474
uBench  | BENCH: 2468594 -66878
uBench  | BENCH: 2587893 21017
uBench  | BENCH: 2469738 -9243
uBench  | BENCH: 2469987 -39254
uBench  | BENCH: 2469663 -69589
uBench  | BENCH: 2588825 19238
uBench  | BENCH: 2470419 -10341
uBench  | BENCH: 2817281 306942
uBench  | BENCH: 2123937 -69119
uBench  | BENCH: 2523775 -45342
uBench  | BENCH: 2466925 -78415
uBench  | BENCH: 2645075 66662
uBench  | BENCH: 2351444 -81892
uBench  | BENCH: 2936494 354604
uBench  | BENCH: 2471850 326456
uBench  | BENCH: 2124350 -49192
uBench  | BENCH: 2466906 -82284
uBench  | BENCH: 2936650 354368
uBench  | BENCH: 2472300 326670
uBench  | BENCH: 2471656 298328
uBench  | BENCH: 2121757 -79913
uBench  | BENCH: 2939818 359907
uBench  | BENCH: 2125194 -14897
uBench  | BENCH: 2816731 301836
uBench  | BENCH: 2122413 -75749
uBench  | BENCH: 2523462 -52285
uBench  | BENCH: 2467900 -84383
uBench  | BENCH: 2590538 6157
uBench  | BENCH: 2817231 323390
uBench  | BENCH: 2125200 -51408
uBench  | BENCH: 2468488 -82918
uBench  | BENCH: 2591950 9034
uBench  | BENCH: 2555731 64767
uBench  | BENCH: 2351387 -83844
uBench  | BENCH: 2560263 -23579
uBench  | BENCH: 2471056 -52521
uBench  | BENCH: 2467588 -84931
uBench  | BENCH: 2589912 4983
uBench  | BENCH: 2470863 -24152
uBench  | BENCH: 2468487 -55663
uBench  | BENCH: 2468975 -86686
uBench  | BENCH: 2523050 -63634
uBench  | BENCH: 2470906 -92726
uBench  | BENCH: 2559044 -33680
uBench  | BENCH: 2468200 -65478
uBench  | BENCH: 2470956 -94520
uBench  | BENCH: 2591800 -2718
uBench  | BENCH: 2818119 315403
uBench  | BENCH: 2123263 -61332
uBench  | BENCH: 2470681 -90649
uBench  | BENCH: 2590937 290
uBench  | BENCH: 2470325 -29383
uBench  | BENCH: 2467463 -61918
uBench  | BENCH: 2468431 -93485
uBench  | BENCH: 2589744 -3739
uBench  | BENCH: 2816575 312838
uBench  | BENCH: 2123056 -64104
uBench  | BENCH: 2523813 -40289
uBench  | BENCH: 2467406 -72881
uBench  | BENCH: 2675462 102583
uBench  | BENCH: 2440463 43048
uBench  | BENCH: 2470619 13669
uBench  | BENCH: 2471531 -14798
uBench  | BENCH: 2470206 -44590
uBench  | BENCH: 2467050 -77538
uBench  | BENCH: 2590363 12827
uBench  | BENCH: 2470462 -16709
uBench  | BENCH: 2470363 -46344
uBench  | BENCH: 2467256 -79086
uBench  | BENCH: 2589825 10741
uBench  | BENCH: 2470744 -18513
uBench  | BENCH: 2470900 -47611
uBench  | BENCH: 2468081 -79528
uBench  | BENCH: 2520344 -59182
uBench  | BENCH: 2471412 -87768
uBench  | BENCH: 2591750 3984
uBench  | BENCH: 2470081 -25933
uBench  | BENCH: 2467519 -58412
uBench  | BENCH: 2558981 571
uBench  | BENCH: 2556413 56986
uBench  | BENCH: 2352169 -90843
uBench  | BENCH: 2589787 -1054
uBench  | BENCH: 2469763 -31289
uBench  | BENCH: 2469137 -62150
uBench  | BENCH: 2469431 -92717
uBench  | BENCH: 2590975 -1740
uBench  | BENCH: 2470313 -31425
uBench  | BENCH: 2468187 -63236
uBench  | BENCH: 2468507 -94727
uBench  | BENCH: 2520400 -74325
uBench  | BENCH: 2675587 101264
uBench  | BENCH: 2355294 -43440
uBench  | BENCH: 2466575 -76863
uBench  | BENCH: 2645450 68589
uBench  | BENCH: 2351506 -79903
uBench  | BENCH: 2590581 10680
uBench  | BENCH: 2470150 -19168
uBench  | BENCH: 2555894 36728
uBench  | BENCH: 2556669 93399
uBench  | BENCH: 2440619 34020
uBench  | BENCH: 2471475 5497
uBench  | BENCH: 2470237 -24264
uBench  | BENCH: 2467713 -56549
uBench  | BENCH: 2467831 -88716
uBench  | BENCH: 2675425 86711
uBench  | BENCH: 2489556 76269
uBench  | BENCH: 2350494 -73235
uBench  | BENCH: 2589694 16461
uBench  | BENCH: 2469350 -14187
uBench  | BENCH: 2469556 -44629
uBench  | BENCH: 2466394 -78233
uBench  | BENCH: 2589662 11431
uBench  | BENCH: 2470600 -17967
uBench  | BENCH: 2469338 -48627
uBench  | BENCH: 2465562 -83063
uBench  | BENCH: 2675269 92208
uBench  | BENCH: 2439769 31979
uBench  | BENCH: 2471518 3499
uBench  | BENCH: 2470944 -25555
uBench  | BENCH: 2468006 -57547
uBench  | BENCH: 2468319 -89226
uBench  | BENCH: 2523013 -66211
uBench  | BENCH: 2468793 -97416
uBench  | BENCH: 2592200 -5214
uBench  | BENCH: 2469257 -35955
uBench  | BENCH: 2467825 -68128
uBench  | BENCH: 2589037 20911
uBench  | BENCH: 2819075 339988
uBench  | BENCH: 2472344 312334
uBench  | BENCH: 2123494 -64170
uBench  | BENCH: 2468512 -95656
uBench  | BENCH: 2939681 344027
uBench  | BENCH: 2124807 -31164
uBench  | BENCH: 2467825 -63337
uBench  | BENCH: 2469256 -94079
uBench  | BENCH: 2590481 -3596
uBench  | BENCH: 2470950 -32644
uBench  | BENCH: 2519113 -13529
uBench  | BENCH: 2470437 -43090
uBench  | BENCH: 2466563 -76525
uBench  | BENCH: 2645481 68958
uBench  | BENCH: 2350825 -80215
uBench  | BENCH: 2589175 8962
uBench  | BENCH: 2470262 -20774
uBench  | BENCH: 2555232 34460
uBench  | BENCH: 2557562 92024
uBench  | BENCH: 2355194 -52780
uBench  | BENCH: 2465862 -86916
uBench  | BENCH: 2591444 4530
uBench  | BENCH: 2470381 -25087
uBench  | BENCH: 2468238 -56847
uBench  | BENCH: 2468387 -88458
uBench  | BENCH: 2591013 2557
uBench  | BENCH: 2400137 -97304
uBench  | BENCH: 2590175 -7127
uBench  | BENCH: 2470194 -36931
